czas,czujnik1,czujnik2
177534,99604.77,102774.98
177542,99605.81,102775.03
177550,99605.14,102775.45
177559,99605.31,102775.00
177567,99605.34,102775.45
177576,99605.78,102774.97
177585,99605.22,102775.14
177592,99605.31,102774.81
177601,99605.25,102774.73
177610,99605.09,102774.88
177618,99605.16,102775.11
177627,99604.91,102774.55
177635,99604.20,102774.47
177643,99604.17,102774.88
177652,99604.12,102774.06
177660,99603.64,102773.73
177669,99603.16,102773.38
177677,99603.42,102773.23
177686,99602.88,102772.73
177693,99602.42,102772.44
177702,99602.55,102772.47
177711,99602.31,102772.16
177720,99602.33,102772.00
177727,99601.56,102771.83
177736,99601.28,102772.09
177744,99601.41,102772.08
177754,99601.08,102771.98
177762,99601.39,102771.59
177770,99600.88,102771.22
177779,99601.05,102771.38
177786,99601.19,102771.55
177795,99601.59,102771.42
177803,99601.47,102771.17
177812,99601.69,102771.81
177820,99601.56,102772.31
177830,99601.53,102772.38
177837,99601.52,102772.33
177846,99601.98,102772.41
177854,99601.81,102772.77
177863,99602.28,102773.25
177871,99603.23,102773.73
177880,99603.12,102774.22
177888,99603.78,102773.80
177897,99603.72,102773.78
177905,99603.69,102774.20
177914,99604.23,102774.77
177922,99604.52,102775.16
177931,99604.45,102774.95
177938,99604.47,102774.70
177947,99604.94,102774.77
177956,99604.69,102774.88
177964,99604.70,102775.12
177973,99604.69,102775.02
177981,99604.59,102775.14
177989,99605.22,102774.69
177997,99604.30,102774.00
178006,99604.48,102774.28
178014,99603.97,102774.45
178023,99603.72,102773.84
178031,99603.47,102774.25
178040,99603.78,102773.33
178048,99603.14,102773.80
178057,99603.34,102773.41
178065,99602.73,102773.31
178073,99602.73,102772.77
178082,99602.45,102772.33
178091,99602.28,102772.09
178099,99602.80,102772.23
178107,99602.17,102772.20
178115,99602.56,102772.48
178124,99602.39,102771.55
178133,99601.33,102771.94
178141,99601.50,102771.62
178149,99601.47,102771.45
178158,99601.95,102772.02
178166,99601.45,102771.64
178175,99601.56,102771.92
178183,99601.58,102771.44
178192,99601.94,102771.72
178199,99601.89,102771.27
178208,99601.88,102772.03
178217,99602.09,102771.53
178225,99601.88,102772.94
178233,99602.67,102772.44
178242,99602.38,102772.48
178250,99602.67,102773.06
178259,99603.50,102773.30
178267,99603.38,102773.42
178276,99603.77,102773.52
178284,99603.66,102773.80
178293,99603.91,102774.12
178301,99603.97,102773.73
178310,99604.20,102773.95
178318,99604.23,102774.14
178326,99604.39,102774.45
178335,99604.25,102774.42
178343,99604.17,102774.73
178352,99603.61,102774.36
178360,99604.27,102774.56
178369,99604.38,102774.16
178377,99604.12,102774.09
178386,99603.66,102774.80
178394,99603.67,102774.16
178403,99604.34,102774.20
178411,99603.39,102773.34
178420,99603.48,102773.53
178427,99603.45,102773.09
178436,99603.42,102773.19
178444,99603.09,102772.89
178453,99603.02,102772.38
178461,99602.72,102772.52
178470,99602.41,102772.00
178478,99602.16,102771.58
178487,99601.36,102772.06
178495,99601.77,102772.06
178504,99601.91,102771.91
178512,99601.47,102771.53
178520,99602.19,102771.25
178529,99601.03,102771.48
178537,99601.36,102771.39
178546,99601.22,102771.11
178554,99601.20,102770.86
178563,99601.48,102770.83
178571,99601.23,102771.03
178579,99601.00,102771.12
178588,99600.67,102771.12
178596,99601.00,102771.09
178604,99601.02,102771.03
178613,99600.98,102771.02
178621,99600.95,102771.33
178630,99601.08,102771.09
178639,99601.27,102771.03
178646,99601.25,102771.53
178655,99600.70,102771.56
178664,99601.53,102771.67
178672,99601.44,102771.67
178681,99602.70,102772.41
178689,99602.36,102772.58
178697,99602.75,102772.69
178706,99602.91,102773.08
178715,99603.62,102773.28
178723,99603.27,102773.47
178732,99603.58,102773.86
178741,99603.44,102773.88
178749,99603.52,102773.69
178758,99603.50,102773.86
178766,99603.61,102773.84
178774,99603.17,102773.64
178782,99603.56,102773.47
178791,99603.17,102773.69
178799,99603.42,102773.44
178807,99603.20,102773.22
178816,99602.83,102773.25
178825,99602.48,102772.80
178833,99602.94,102772.52
178841,99602.50,102772.05
178850,99602.20,102771.78
178858,99602.77,102771.69
178866,99601.62,102771.42
178875,99602.02,102771.47
178883,99601.75,102770.98
178891,99601.44,102770.84
178900,99601.44,102770.62
178908,99600.83,102770.94
178917,99600.88,102770.45
178925,99601.19,102770.55
178934,99601.08,102769.84
178942,99600.55,102770.25
178950,99600.31,102770.50
178959,99599.92,102770.64
178967,99600.05,102770.14
178975,99600.73,102770.34
178984,99600.53,102770.75
178992,99600.44,102770.44
179001,99600.38,102770.70
179009,99600.27,102770.94
179018,99600.42,102771.23
179026,99600.98,102770.83
179035,99600.58,102771.31
179043,99600.86,102771.50
179052,99601.64,102771.39
179059,99601.12,102771.70
179068,99601.55,102771.91
179078,99601.89,102772.33
179085,99602.19,102772.03
179093,99601.94,102772.42
179102,99602.36,102772.50
179111,99602.77,102772.78
179119,99602.98,102772.52
179128,99602.47,102772.86
179136,99602.23,102772.77
179144,99602.75,102772.81
179152,99602.72,102772.38
179161,99602.17,102772.88
179170,99602.33,102772.97
179178,99602.34,102772.44
179186,99602.72,102772.47
179195,99602.47,102772.58
179203,99602.41,102772.19
179212,99602.28,102772.64
179220,99602.25,102772.22
179229,99602.05,102771.95
179237,99601.45,102771.53
179246,99601.72,102771.70
179254,99601.28,102771.06
179262,99601.25,102771.50
179271,99601.00,102771.06
179279,99601.06,102770.48
179288,99600.92,102770.84
179296,99600.78,102770.52
179305,99600.69,102770.33
179313,99600.39,102770.31
179321,99600.59,102769.84
179330,99600.17,102769.92
179339,99600.22,102770.23
179347,99599.72,102770.17
179355,99600.12,102769.80
179363,99599.98,102769.86
179372,99599.95,102769.84
179381,99599.86,102770.03
179389,99600.28,102770.61
179397,99599.95,102769.81
179405,99600.39,102770.09
179414,99600.42,102770.27
179422,99601.00,102770.53
179431,99600.78,102771.00
179440,99600.45,102771.48
179448,99601.47,102771.75
179457,99601.84,102771.42
179465,99601.64,102771.75
179473,99601.70,102772.17
179482,99601.89,102772.34
179490,99601.98,102772.77
179499,99602.14,102772.52
179507,99602.67,102772.45
179515,99602.11,102772.73
179524,99602.70,102772.92
179532,99602.67,102772.77
179540,99602.67,102773.14
179549,99602.75,102772.27
179557,99602.81,102773.05
179566,99602.48,102772.64
179575,99602.67,102773.11
179582,99602.45,102772.50
179591,99602.42,102772.61
179600,99602.73,102772.53
179608,99601.98,102772.48
179617,99602.73,102772.14
179624,99602.19,102772.34
179633,99602.59,102771.55
179642,99601.89,102771.59
179651,99602.19,102770.56
179658,99602.12,102771.44
179667,99601.44,102770.67
179675,99601.02,102770.50
179684,99601.25,102770.47
179693,99600.89,102769.91
179700,99600.78,102769.78
179709,99600.83,102769.69
179718,99600.23,102769.72
179726,99599.94,102769.47
179735,99599.86,102769.95
179743,99599.70,102769.66
179752,99599.50,102770.16
179760,99599.97,102769.61
179768,99600.03,102770.11
179777,99599.75,102770.30
179785,99600.41,102769.97
179793,99600.20,102769.91
179802,99600.61,102770.59
179810,99600.48,102770.89
179819,99600.81,102771.00
179828,99600.89,102771.36
179836,99601.38,102770.88
179845,99601.59,102771.55
179852,99601.98,102771.89
179861,99601.69,102771.98
179869,99601.81,102772.16
179878,99602.69,102772.61
179886,99602.78,102772.77
179895,99602.45,102773.03
179903,99602.31,102772.47
179912,99602.88,102773.25
179920,99602.77,102773.14
179929,99602.95,102773.22
179937,99602.67,102773.36
179945,99602.62,102773.28
179953,99602.75,102773.17
179962,99602.83,102772.84
179970,99602.47,102772.55
179979,99602.80,102772.50
179987,99602.19,102772.81
179996,99602.53,102771.88
180005,99601.89,102771.86
180013,99601.81,102771.53
180022,99601.95,102771.70
180030,99601.67,102770.75
180038,99600.22,102770.92
180046,99600.75,102770.88
180055,99600.50,102770.39
180063,99600.30,102770.22
180072,99599.92,102770.23
180080,99599.88,102769.92
180089,99600.05,102770.08
180098,99599.62,102769.56
180105,99599.66,102769.33
180114,99599.38,102769.08
180122,99598.64,102769.17
180131,99599.03,102769.11
180139,99599.30,102769.53
180148,99598.89,102769.47
180156,99599.09,102769.25
180165,99598.86,102769.39
180173,99599.28,102769.34
180182,99599.45,102769.50
180190,99599.39,102769.39
180199,99599.52,102769.70
180206,99599.80,102769.95
180215,99599.78,102770.23
180224,99600.48,102770.80
180232,99600.59,102770.67
180240,99601.17,102771.34
180249,99600.69,102772.12
180258,99600.98,102771.42
180266,99601.31,102771.83
180275,99600.92,102771.66
180283,99601.45,102771.95
180291,99601.25,102772.34
180300,99601.58,102772.61
180308,99601.11,102772.09
180317,99601.56,102772.25
180325,99601.52,102772.00
180334,99601.45,102771.92
180342,99601.39,102772.25
180350,99601.48,102771.64
180359,99601.36,102771.97
180366,99601.02,102771.59
180375,99600.70,102771.11
180383,99601.14,102771.27
180392,99600.55,102770.81
180401,99600.80,102770.62
180409,99599.98,102769.98
180418,99600.30,102770.45
180426,99599.59,102770.33
180435,99599.38,102769.64
180443,99599.70,102769.70
180451,99598.97,102769.31
180460,99599.38,102769.81
180469,99598.53,102768.86
180476,99598.67,102768.70
180485,99598.55,102769.27
180493,99597.45,102768.80
180502,99597.88,102768.61
180510,99597.97,102768.67
180519,99597.80,102768.61
180527,99597.80,102768.42
180536,99598.41,102768.36
180544,99597.77,102768.61
180552,99598.25,102769.00
180561,99598.03,102768.89
180569,99598.19,102769.14
180578,99598.84,102769.20
180586,99598.61,102769.92
180594,99598.92,102769.69
180603,99599.50,102769.69
180611,99599.78,102769.91
180620,99599.88,102769.89
180628,99600.50,102770.30
180637,99600.20,102770.14
180645,99600.52,102770.20
180653,99600.77,102770.19
180662,99600.75,102770.97
180670,99600.53,102770.94
180679,99600.47,102770.53
180687,99600.78,102770.62
180696,99600.53,102771.53
180705,99600.69,102771.44
180713,99600.59,102771.11
180722,99600.42,102770.83
180730,99600.25,102771.14
180739,99600.36,102770.56
180748,99599.86,102770.44
180756,99599.86,102770.48
180764,99599.55,102770.31
180773,99599.06,102769.70
180781,99599.27,102769.98
180789,99598.77,102769.75
180798,99598.61,102769.30
180807,99599.19,102769.09
180814,99598.81,102769.12
180823,99598.77,102768.45
180831,99598.47,102768.03
180839,99598.11,102768.38
180848,99597.86,102768.17
180857,99597.92,102767.94
180864,99597.28,102767.59
180873,99597.38,102767.86
180882,99597.33,102768.02
180890,99597.33,102768.28
180898,99597.39,102768.06
180907,99597.30,102767.83
180915,99597.39,102768.66
180924,99596.72,102768.25
180932,99597.38,102768.62
180940,99597.20,102768.67
180949,99597.67,102768.50
180957,99597.73,102768.73
180966,99597.83,102768.98
180974,99597.86,102769.41
180983,99597.92,102769.75
180991,99599.02,102769.64
180999,99598.83,102770.14
181007,99599.38,102769.83
181016,99599.28,102770.25
181025,99598.88,102770.48
181032,99599.91,102770.44
181042,99599.09,102770.64
181050,99599.62,102770.25
181059,99599.28,102770.88
181066,99599.42,102770.55
181075,99599.20,102770.28
181083,99599.27,102770.77
181091,99599.50,102771.00
181100,99598.97,102770.47
181109,99598.69,102770.09
181118,99598.83,102770.02
181126,99598.50,102769.89
181134,99598.50,102769.61
181143,99598.44,102769.36
181151,99597.77,102768.80
181160,99598.30,102769.14
181167,99597.55,102769.23
181177,99597.81,102768.42
181184,99597.45,102768.45
181193,99597.44,102767.75
181201,99597.20,102767.56
181210,99596.78,102767.41
181218,99596.36,102767.31
181227,99596.44,102767.50
181236,99596.25,102767.59
181244,99595.92,102767.22
181252,99596.58,102766.97
181261,99595.89,102767.20
181269,99595.72,102767.19
181277,99596.14,102767.22
181286,99596.02,102767.47
181294,99596.02,102767.52
181303,99596.19,102767.20
181311,99595.89,102767.83
181321,99596.06,102767.62
181328,99596.14,102767.97
181337,99596.09,102768.22
181345,99596.55,102768.31
181354,99597.31,102768.52
181362,99597.44,102769.42
181371,99597.67,102768.97
181378,99598.16,102769.38
181387,99598.00,102769.56
181396,99598.44,102769.81
181404,99598.33,102769.52
181413,99598.72,102769.89
181420,99598.84,102770.41
181429,99598.42,102769.91
181437,99598.70,102770.16
181446,99599.25,102769.94
181455,99598.64,102769.88
181463,99598.53,102769.80
181471,99598.19,102769.83
181480,99598.48,102769.89
181488,99598.22,102769.53
181496,99598.14,102769.45
181505,99598.27,102768.86
181513,99597.95,102768.56
181522,99597.92,102768.48
181531,99597.78,102768.83
181539,99598.08,102768.14
181547,99597.70,102768.22
181555,99597.55,102767.98
181564,99597.02,102767.53
181572,99596.53,102767.38
181581,99596.08,102766.88
181589,99596.16,102767.16
181598,99595.81,102766.45
181606,99596.02,102766.53
181615,99595.64,102766.53
181623,99594.95,102766.39
181632,99595.80,102766.33
181641,99595.39,102766.91
181648,99595.17,102766.45
181657,99594.95,102766.47
181666,99595.23,102766.84
181674,99595.02,102766.69
181682,99595.72,102766.64
181690,99595.97,102766.97
181699,99595.67,102767.09
181707,99595.66,102767.69
181716,99596.59,102767.62
181725,99596.55,102767.55
181732,99596.95,102768.03
181741,99596.77,102768.89
181750,99597.06,102768.44
181758,99597.89,102769.33
181767,99597.55,102769.02
181775,99598.02,102769.33
181783,99597.42,102769.28
181792,99598.17,102769.02
181801,99598.27,102769.20
181809,99597.84,102769.08
181817,99598.31,102769.61
181825,99598.34,102769.28
181834,99597.62,102769.19
181843,99597.94,102769.39
181851,99597.97,102769.03
181859,99597.73,102769.11
181868,99597.31,102769.28
181876,99597.80,102768.81
181885,99597.62,102768.69
181893,99597.28,102768.94
181902,99596.97,102768.19
181910,99596.95,102767.91
181919,99596.78,102768.31
181927,99596.80,102767.64
181935,99596.28,102767.66
181944,99596.22,102767.34
181952,99596.02,102766.80
181960,99596.00,102766.55
181969,99595.75,102766.45
181977,99595.44,102766.78
181986,99595.41,102766.69
181994,99595.59,102766.45
182003,99595.62,102766.28
182011,99595.59,102766.56
182020,99595.28,102766.42
182027,99594.92,102766.56
182036,99595.25,102766.45
182045,99595.02,102766.47
182053,99595.47,102767.05
182062,99595.19,102766.53
182071,99596.12,102766.64
182079,99595.33,102766.92
182086,99595.89,102766.94
182096,99595.84,102767.14
182104,99596.39,102767.72
182112,99596.53,102767.95
182121,99596.94,102768.25
182129,99597.20,102768.30
182138,99597.20,102768.61
182146,99597.56,102768.97
182155,99597.56,102769.19
182162,99597.56,102769.12
182172,99598.38,102768.95
182179,99598.36,102769.44
182188,99597.89,102769.48
182196,99598.34,102769.12
182206,99597.55,102769.17
182213,99597.75,102769.42
182222,99597.80,102769.28
182230,99597.45,102769.27
182238,99597.23,102769.23
182247,99597.19,102768.84
182256,99597.28,102768.52
182263,99597.02,102768.50
182272,99596.97,102768.36
182281,99596.84,102768.06
182289,99596.39,102767.92
182297,99596.75,102767.70
182306,99596.22,102767.03
182315,99596.09,102767.14
182323,99596.62,102767.16
182331,99595.86,102766.84
182340,99595.47,102766.94
182348,99595.73,102766.36
182357,99595.00,102766.64
182365,99594.83,102766.23
182374,99594.56,102766.23
182382,99594.27,102765.47
182390,99594.36,102765.73
182399,99594.39,102765.12
182408,99594.38,102765.78
182415,99594.33,102765.73
182424,99593.86,102765.62
182433,99594.25,102766.28
182441,99594.56,102765.77
182450,99594.27,102766.64
182458,99594.73,102766.92
182467,99595.11,102767.11
182475,99595.20,102767.06
182483,99595.75,102767.78
182492,99595.69,102767.72
182500,99596.17,102768.06
182509,99595.89,102768.09
182516,99596.72,102768.28
182525,99597.17,102768.28
182534,99597.05,102768.52
182542,99597.23,102768.48
182552,99596.80,102768.64
182559,99597.33,102768.73
182567,99596.95,102769.09
182576,99596.95,102768.72
182584,99596.73,102768.73
182593,99597.08,102768.72
182601,99597.00,102768.88
182610,99597.03,102769.22
182619,99596.48,102769.27
182626,99596.64,102768.47
182635,99596.80,102768.62
182643,99596.64,102767.92
182652,99596.36,102768.56
182660,99596.48,102767.89
182669,99596.30,102768.34
182678,99596.19,102768.45
182686,99596.19,102768.42
182694,99596.50,102767.75
182703,99595.88,102768.23
182710,99596.34,102767.83
182719,99596.11,102768.27
182728,99596.08,102767.67
182736,99595.84,102767.78
182745,99595.92,102767.67
182753,99595.67,102768.42
182761,99595.55,102767.41
182770,99595.44,102767.83
182779,99595.41,102767.70
182787,99595.31,102767.84
182796,99595.47,102767.20
182805,99595.42,102767.62
182813,99595.92,102767.41
182822,99595.39,102767.50
182829,99595.62,102767.38
182838,99595.34,102767.52
182847,99595.27,102767.11
182855,99595.19,102767.56
182864,99595.33,102767.53
182871,99594.94,102767.06
182880,99595.34,102767.41
182888,99595.00,102766.88
182897,99595.14,102767.69
182905,99594.84,102767.31
182914,99595.64,102767.19
182923,99595.66,102766.83
182930,99595.06,102767.59
182939,99595.20,102766.78
182947,99594.95,102767.34
182956,99594.83,102767.48
182964,99595.03,102767.62
182973,99594.55,102766.94
182981,99594.95,102766.81
182989,99595.05,102766.69
182998,99594.48,102767.45
183006,99594.41,102766.86
183015,99594.56,102767.03
183023,99594.36,102767.06
183031,99594.50,102767.33
183040,99594.19,102766.80
183048,99594.72,102766.89
183057,99594.52,102766.91
183065,99594.20,102766.78
183074,99594.69,102766.78
183083,99594.41,102767.12
183091,99594.06,102766.47
183099,99593.69,102766.70
183108,99593.84,102766.62
183116,99593.22,102766.48
183124,99593.45,102766.64
183133,99594.02,102766.70
183141,99593.77,102766.59
183149,99593.94,102766.59
183158,99593.47,102766.48
183166,99593.50,102766.33
183175,99593.64,102766.50
183183,99592.75,102766.89
183192,99593.17,102766.39
183200,99593.45,102766.22
183209,99592.86,102766.50
183217,99593.23,102765.95
183226,99593.12,102766.41
183233,99593.17,102766.42
183242,99593.00,102765.98
183250,99592.97,102766.47
183259,99593.08,102766.31
183268,99593.55,102766.08
183276,99592.62,102766.19
183284,99593.38,102765.98
183293,99593.19,102765.97
183301,99593.39,102765.69
183309,99593.00,102766.48
183318,99592.95,102766.08
183326,99593.03,102765.89
183335,99592.55,102765.77
183344,99592.62,102765.84
183351,99592.59,102765.86
183360,99593.14,102765.91
183369,99592.34,102765.91
183377,99592.66,102766.06
183385,99592.53,102765.72
183394,99592.33,102765.91
183402,99592.45,102766.02
183411,99592.23,102766.09
183419,99592.33,102765.69
183427,99592.86,102765.98
183436,99592.19,102765.69
183444,99592.81,102765.88
183453,99592.16,102765.41
183461,99592.67,102765.50
183470,99592.25,102765.61
183479,99592.34,102765.31
183487,99592.70,102765.70
183494,99592.11,102765.47
183503,99591.98,102765.20
183512,99591.81,102765.20
183520,99592.30,102765.09
183529,99592.00,102764.97
183538,99591.62,102764.36
183545,99591.59,102764.64
183554,99591.59,102764.75
183562,99591.88,102764.72
183572,99592.00,102764.59
183579,99591.62,102764.88
183588,99592.02,102764.52
183597,99591.75,102764.94
183605,99591.58,102764.48
183613,99591.67,102764.98
183621,99591.69,102764.22
183630,99590.89,102764.97
183639,99591.28,102764.25
183647,99591.72,102764.28
183655,99590.80,102764.45
183663,99590.81,102764.27
183672,99590.44,102764.97
183681,99590.72,102765.08
183689,99590.77,102764.17
183697,99590.19,102764.34
183706,99590.56,102764.61
183714,99590.89,102764.30
183722,99590.55,102764.20
183731,99590.64,102764.42
183739,99590.11,102764.23
183747,99590.42,102763.97
183756,99590.23,102763.58
183764,99590.02,102764.14
183773,99589.83,102763.67
183781,99590.22,102763.47
183790,99589.84,102764.00
183798,99590.23,102764.03
183807,99590.02,102764.03
183816,99589.78,102763.92
183824,99589.56,102763.77
183833,99589.56,102763.56
183841,99589.50,102764.41
183849,99589.91,102763.50
183858,99589.78,102763.59
183866,99589.73,102763.52
183874,99589.52,102763.67
183883,99589.97,102763.88
183891,99589.53,102763.95
183900,99589.12,102763.39
183908,99589.48,102763.34
183917,99588.94,102763.38
183924,99589.22,102763.20
183933,99588.56,102763.16
183942,99589.14,102763.34
183950,99589.50,102763.36
183959,99588.73,102763.23
183967,99588.83,102763.69
183976,99589.14,102763.48
183984,99589.55,102763.39
183992,99588.98,102763.28
184001,99589.59,102763.42
184009,99588.50,102763.62
184018,99588.56,102763.41
184026,99588.80,102763.23
184034,99589.27,102763.47
184043,99589.03,102763.53
184051,99589.16,102762.95
184060,99588.94,102763.20
184069,99589.12,102763.56
184077,99589.20,102762.95
184086,99589.31,102762.84
184093,99588.66,102763.22
184102,99588.97,102762.91
184111,99588.91,102763.19
184119,99588.70,102763.05
184127,99588.97,102762.91
184136,99588.98,102763.11
184144,99588.83,102763.30
184153,99589.33,102763.17
184161,99589.42,102762.97
184169,99588.95,102763.27
184178,99588.91,102762.83
184186,99588.88,102763.11
184195,99589.12,102762.88
184203,99589.16,102762.92
184211,99589.83,102762.95
184220,99589.28,102763.03
184228,99589.84,102762.80
184237,99589.58,102762.66
184245,99589.09,102763.11
184254,99590.02,102763.38
184262,99589.28,102763.20
184271,99589.98,102763.30
184279,99589.98,102762.89
184287,99589.44,102763.38
184296,99589.94,102763.14
184305,99589.59,102762.80
184313,99589.94,102763.41
184322,99589.47,102762.97
184329,99589.84,102762.61
184338,99589.45,102762.92
184347,99590.05,102763.41
184355,99590.42,102763.36
184363,99590.30,102763.28
184372,99590.98,102763.92
184381,99591.12,102763.88
184389,99591.33,102764.25
184397,99591.42,102764.16
184406,99591.48,102764.50
184414,99591.73,102763.88
184423,99592.12,102764.52
184430,99591.72,102764.52
184439,99592.34,102763.89
184447,99592.95,102764.72
184456,99593.27,102764.39
184464,99593.39,102764.12
184473,99593.08,102764.52
184482,99593.91,102764.89
184489,99593.56,102764.73
184499,99593.50,102765.03
184506,99593.77,102764.69
184515,99593.95,102765.25
184524,99594.08,102765.31
184533,99593.72,102765.19
184540,99593.52,102765.38
184549,99594.08,102765.30
184557,99593.08,102765.25
184566,99593.52,102765.16
184574,99592.95,102764.86
184583,99593.28,102764.89
184591,99592.91,102764.38
184599,99592.62,102764.34
184608,99592.33,102764.03
184616,99592.14,102764.28
184625,99591.33,102764.17
184634,99591.58,102763.77
184642,99591.16,102764.27
184650,99590.45,102763.42
184659,99590.31,102763.42
184667,99589.88,102763.02
184676,99589.86,102763.00
184685,99589.98,102763.14
184694,99589.91,102762.72
184702,99589.45,102762.38
184710,99589.08,102762.80
184719,99589.19,102762.55
184727,99589.16,102762.28
184735,99589.39,102762.55
184745,99588.88,102762.08
184753,99589.12,102762.42
184761,99589.66,102762.36
184770,99589.44,102762.92
184778,99589.78,102762.45
184786,99589.31,102762.45
184794,99589.28,102762.69
184803,99589.62,102762.42
184812,99589.59,102762.16
184820,99589.77,102762.11
184828,99589.44,102762.36
184837,99589.48,102762.86
184846,99589.28,102762.59
184853,99588.97,102761.98
184862,99589.48,102762.47
184870,99589.12,102762.36
184878,99589.41,102762.55
184887,99588.72,102762.39
184895,99588.77,102762.41
184903,99588.48,102761.58
184912,99587.97,102761.52
184920,99588.06,102761.75
184929,99587.72,102761.86
184938,99587.81,102761.98
184946,99587.25,102761.14
184954,99587.55,102761.38
184963,99586.91,102761.34
184971,99587.36,102761.39
184980,99587.28,102761.31
184987,99586.59,102761.03
184996,99586.70,102761.06
185004,99586.61,102761.16
185013,99586.05,102760.86
185021,99586.20,102761.11
185030,99585.91,102760.97
185038,99586.31,102760.59
185047,99585.78,102760.09
185055,99585.72,102760.12
185064,99585.81,102760.48
185071,99586.05,102760.41
185080,99586.00,102759.86
185088,99585.75,102760.44
185097,99585.50,102760.08
185105,99585.50,102760.20
185114,99585.39,102760.09
185122,99585.23,102759.75
185131,99585.34,102760.16
185139,99585.11,102760.34
185147,99585.45,102760.12
185156,99585.30,102759.70
185165,99585.08,102759.81
185173,99584.75,102759.69
185182,99585.19,102759.31
185189,99584.80,102759.67
185198,99584.58,102759.55
185206,99584.64,102759.48
185215,99584.30,102759.59
185223,99584.30,102759.88
185232,99583.98,102759.00
185240,99583.88,102759.41
185249,99584.23,102759.80
185258,99583.80,102759.17
185265,99584.62,102758.94
185274,99583.50,102759.34
185283,99584.03,102759.83
185290,99583.97,102759.06
185299,99583.66,102758.88
185308,99583.31,102759.14
185316,99583.34,102758.86
185325,99583.39,102758.55
185334,99583.09,102759.25
185341,99583.05,102758.77
185350,99582.55,102758.97
185358,99583.08,102758.53
185366,99583.16,102758.56
185375,99582.73,102758.64
185384,99582.36,102758.14
185392,99582.98,102758.33
185401,99582.45,102758.64
185409,99582.66,102758.31
185418,99582.36,102758.23
185426,99581.88,102757.83
185435,99582.16,102758.05
185443,99582.53,102758.09
185452,99581.91,102758.36
185459,99582.12,102757.55
185468,99581.77,102758.30
185477,99581.56,102757.89
185486,99581.33,102757.77
185494,99581.36,102758.02
185502,99582.00,102757.45
185510,99581.64,102757.59
185519,99581.44,102757.70
185527,99581.20,102757.50
185536,99581.05,102757.39
185544,99581.00,102757.62
185553,99581.39,102757.39
185561,99580.88,102757.36
185570,99581.17,102757.61
185578,99580.89,102756.95
185586,99580.83,102757.27
185595,99580.84,102756.98
185603,99580.72,102757.19
185611,99580.61,102757.47
185620,99580.36,102756.92
185629,99580.39,102757.36
185637,99580.67,102756.88
185645,99580.75,102756.84
185653,99580.11,102756.89
185662,99580.14,102757.08
185670,99580.30,102756.88
185679,99580.42,102756.67
185687,99580.19,102757.02
185696,99580.36,102756.55
185704,99580.47,102756.41
185712,99579.73,102756.64
185721,99579.44,102756.16
185729,99579.69,102756.89
185738,99579.80,102756.36
185746,99579.58,102756.44
185754,99579.52,102756.52
185763,99579.20,102756.55
185771,99579.61,102755.92
185780,99579.12,102756.39
185788,99579.27,102756.38
185796,99578.89,102756.28
185805,99579.31,102756.11
185814,99579.38,102756.27
185822,99579.08,102756.06
185831,99579.30,102755.97
185839,99578.69,102755.84
185847,99578.94,102756.20
185855,99578.23,102755.78
185865,99578.50,102756.14
185873,99578.48,102755.55
185882,99578.81,102756.20
185889,99578.53,102755.52
185898,99578.34,102756.12
185906,99578.12,102755.52
185915,99578.36,102755.58
185923,99578.23,102755.58
185932,99578.20,102755.36
185940,99578.14,102755.50
185949,99577.84,102755.88
185957,99577.81,102755.28
185966,99577.92,102755.39
185974,99577.70,102755.59
185983,99577.62,102755.36
185990,99577.97,102755.16
186000,99577.80,102755.25
186007,99577.97,102755.33
186016,99577.50,102754.88
186025,99577.31,102755.39
186033,99577.53,102755.55
186041,99577.92,102755.33
186050,99577.02,102755.36
186058,99577.39,102755.39
186067,99577.05,102755.09
186075,99577.30,102755.03
186084,99577.28,102755.11
186091,99577.34,102755.27
186100,99577.05,102755.45
186108,99576.94,102755.22
186117,99577.00,102754.69
186126,99576.31,102755.30
186134,99576.81,102754.97
186142,99576.72,102754.92
186151,99576.28,102755.42
186160,99576.92,102754.83
186168,99576.42,102755.12
186176,99577.12,102754.80
186185,99576.45,102755.03
186193,99576.48,102754.83
186202,99576.23,102755.30
186210,99576.75,102754.52
186219,99576.42,102754.66
186227,99576.08,102754.95
186236,99576.03,102754.67
186244,99576.11,102754.69
186253,99576.08,102754.86
186261,99575.64,102754.88
186269,99576.38,102754.56
186277,99575.91,102754.36
186286,99575.83,102754.70
186294,99575.64,102754.69
186302,99576.08,102754.30
186311,99575.75,102754.69
186320,99575.62,102754.55
186328,99575.66,102754.73
186336,99575.59,102754.16
186345,99575.28,102754.75
186353,99575.25,102753.98
186362,99575.47,102754.72
186370,99575.08,102754.69
186379,99575.30,102754.66
186387,99575.23,102754.09
186396,99574.89,102754.52
186403,99574.72,102754.62
186413,99574.91,102753.95
186420,99574.50,102754.11
186429,99575.17,102754.56
186437,99574.53,102754.42
186446,99574.78,102754.11
186454,99574.72,102754.19
186463,99575.11,102753.86
186472,99574.78,102754.19
186480,99574.52,102754.30
186488,99574.58,102753.66
186497,99574.08,102754.36
186505,99574.69,102753.69
186514,99573.91,102754.19
186522,99574.52,102754.20
186531,99574.16,102754.22
186539,99574.61,102754.41
186547,99574.12,102754.73
186555,99573.94,102754.11
186564,99574.14,102753.88
186573,99574.39,102753.66
186581,99574.28,102753.81
186589,99573.98,102753.84
